time,open,high,low,close,volume
2018-01-18T12:15:00Z,11678,11850,11673,11847,245.94911448000005
2018-01-18T12:30:00Z,11832,11874,11630,11751,-221.79312531999994
2018-01-18T12:45:00Z,11756,11759,11473.70884024,11538.63587084,-490.3490724100001
2018-01-18T13:00:00Z,11538,11599,11367,11469,-189.62284996999955
2018-01-18T13:15:00Z,11467,11671,11346,11669,66.14319326999987
2018-01-18T13:30:00Z,11670,11750,11599,11706,-62.93634007999991
2018-01-18T13:45:00Z,11706,11706,11501,11501,-82.83430678000012
2018-01-18T14:00:00Z,11506.50529982,11640,11436,11440,-76.97301330999993
2018-01-18T14:15:00Z,11440,11658,11422,11613.6082156,72.11553029999988
2018-01-18T14:30:00Z,11608,11737,11600,11708,-39.67713227999986
2018-01-18T14:45:00Z,11708,11800,11542,11793,195.52220785
2018-01-18T15:00:00Z,11795,11904,11751,11775,403.83229373
2018-01-18T15:15:00Z,11781,11817,11499,11576,-296.7732072700009
2018-01-18T15:30:00Z,11578,11749,11530,11711,279.4656768100007
2018-01-18T15:45:00Z,11717,11816.17917024,11711,11766,-146.04625978000016
2018-01-18T16:00:00Z,11765,11766,11553,11650,-390.4440443000022
2018-01-18T16:15:00Z,11647,11649,11360,11446,-375.1669646199999
2018-01-18T16:30:00Z,11436,11555,11312,11424,-121.38194118000025
2018-01-18T16:45:00Z,11418,11550,11353,11454,-86.51557519000006
2018-01-18T17:00:00Z,11454,11617,11440.484371,11483,18.740546540000008
2018-01-18T17:15:00Z,11479,11570,11350,11475,-4.538562409999965
2018-01-18T17:30:00Z,11475,11477,11306.08014232,11320,-103.2185231699998
2018-01-18T17:45:00Z,11320,11373.46575218,11132,11137,-191.5305773499995
2018-01-18T18:00:00Z,11136,11409,11111,11355,-444.70107156999956
2018-01-18T18:15:00Z,11355,11464.96192204,11300,11447,1.373317379999964
2018-01-18T18:30:00Z,11448,11489,11397,11434,-73.27541747000011
2018-01-18T18:45:00Z,11434,11601,11392,11601,286.7808724700005
2018-01-18T19:00:00Z,11600,11632,11496,11530,-161.40368478000008
2018-01-18T19:15:00Z,11530,11545,11356,11360,-192.32849448999994
2018-01-18T19:30:00Z,11360,11629,11336.46147708,11526,1.3254592700001318
2018-01-18T19:45:00Z,11538,11662,11523,11642,9.47624379000002
2018-01-18T20:00:00Z,11642,11657,11538,11601,-104.65457136000025
2018-01-18T20:15:00Z,11612,11739,11593,11665,-96.97555619000018
2018-01-18T20:30:00Z,11665,11749,11657,11728,53.13099775999992
2018-01-18T20:45:00Z,11730,11849,11622,11626,104.02330284000038
2018-01-18T21:00:00Z,11624,11740,11584,11584,-118.20613333999991
2018-01-18T21:15:00Z,11584,11605,11454,11504,-214.4116181300004
2018-01-18T21:30:00Z,11505,11505,11385,11412,-233.8711343000007
2018-01-18T21:45:00Z,11412,11434,11256,11401,-43.7201430499997
2018-01-18T22:00:00Z,11400,11405,11015.61524659,11089,-361.8404316299997
2018-01-18T22:15:00Z,11089,11166,10878,10896,-461.81453996999994
2018-01-18T22:30:00Z,10899,11169,10899,11129.16915186,81.43626698000028
2018-01-18T22:45:00Z,11129.16915186,11230,11050,11093,-31.81995492999996
2018-01-18T23:00:00Z,11093,11093,10916,11008,-366.42579297
2018-01-18T23:15:00Z,11008,11030,10805,10938,-201.17523632999988
2018-01-18T23:30:00Z,10946,11042,10903,10977,-37.787016830000006
2018-01-18T23:45:00Z,10978,11170,10978,11030,-59.93504019999982
2018-01-19T00:00:00Z,11031,11191,10937,11135,-29.176920040000034
2018-01-19T00:15:00Z,11138,11150,11024,11088.75288884,-190.65893460999962
2018-01-19T00:30:00Z,11088.75288884,11163,11016,11141,-11.894913380000036
2018-01-19T00:45:00Z,11141,11343,11123,11268,129.5167798300002
2018-01-19T01:00:00Z,11267,11399,11244,11294,-58.788443889999996
2018-01-19T01:15:00Z,11294,11338,11200,11282,-88.24182155999979
2018-01-19T01:30:00Z,11281,11314,11100,11141,-93.90419945000009
2018-01-19T01:45:00Z,11141,11220,11102,11198,-53.404145709999945
2018-01-19T02:00:00Z,11199,11257,11145,11215,95.24526885000002
2018-01-19T02:15:00Z,11214,11221,10935,10961,-347.9874535999997
2018-01-19T02:30:00Z,10960,10978,10701,10792,-1046.617052199997
2018-01-19T02:45:00Z,10792,10937,10742.15281512,10771,-572.2233762299992
2018-01-19T03:00:00Z,10767,10868,10647,10739,-382.8801493499989
2018-01-19T03:15:00Z,10735,10886,10650,10801,-83.26061802000072
2018-01-19T03:30:00Z,10801,10933,10763,10855,-0.2898927900000188
2018-01-19T03:45:00Z,10855,11045,10837,10908,-89.70406439000008
2018-01-19T04:00:00Z,10907,10970,10850,10885,-21.163160300000115
2018-01-19T04:15:00Z,10885,10888,10800,10824,-55.82480871999996
2018-01-19T04:30:00Z,10824,11200,10762,11150,78.22568692999991
2018-01-19T04:45:00Z,11171,11249,11080,11123,-7.710277949999981
2018-01-19T05:00:00Z,11122,11249,11122,11178,76.63499791999985
2018-01-19T05:15:00Z,11177,11317,11155,11155,-35.76176607000012
2018-01-19T05:30:00Z,11153,11200,11075,11086,-50.234837499999976
2018-01-19T05:45:00Z,11087,11200,11015,11187,-83.2105073800006
2018-01-19T06:00:00Z,11188,11200,11072,11131,-65.05216946000014
2018-01-19T06:15:00Z,11132,11372,11132,11371,314.0823047600002
2018-01-19T06:30:00Z,11374,11400,11274,11333.27936534,38.550081420000026
2018-01-19T06:45:00Z,11333.27936534,11359,11230,11307,-33.912417460000064
2018-01-19T07:00:00Z,11300,11329.59972918,11205,11255,-17.382566110000067
2018-01-19T07:15:00Z,11254,11265,11140,11158,-103.52483748000026
2018-01-19T07:30:00Z,11158,11158,10946,11060,-190.21869399000022
2018-01-19T07:45:00Z,11060,11092,10976.47442707,11052,-93.16801161999987
2018-01-19T08:00:00Z,11054,11676,10912,11451,-598.4454771199993
2018-01-19T08:15:00Z,11451,11545,11376,11471,-155.10751100999988
2018-01-19T08:30:00Z,11467,11668,11422.95887047,11643,-166.05994355999988
2018-01-19T08:45:00Z,11643,11644,11456.23081645,11528,-95.24357399000006
