time,open,high,low,close,volume
2018-01-30T02:00:00Z,10902,11031,10899,10976,331.0057428800003
2018-01-30T03:00:00Z,10976,10989,10775,10955,-146.7807850399976
2018-01-30T04:00:00Z,10957,11083,10950,10990,211.1181376800001
2018-01-30T05:00:00Z,10991,11072,10970.36281538,10988,154.5091964499986
2018-01-30T06:00:00Z,10993,11045,10941,10955,-32.04551559999991
2018-01-30T07:00:00Z,10952,11100,10901,11074,558.1407439400017
2018-01-30T08:00:00Z,11074.81623399,11150,11044,11111,250.18903861999988
2018-01-30T09:00:00Z,11113,11142.085730600002,10868,10929,-507.8931740900012
2018-01-30T10:00:00Z,10929,10973,10852,10960,-109.2467416200012
2018-01-30T11:00:00Z,10960,11039,10860,11005,-96.32353868999972
2018-01-30T12:00:00Z,11005,11050,10925,10968,-40.48228663000017
2018-01-30T13:00:00Z,10967,10973,10472,10572,-1822.3621667699936
2018-01-30T14:00:00Z,10573,10659,10470,10553,-778.7920127700027
2018-01-30T15:00:00Z,10553,10594,10225,10320,-1026.597839749993
2018-01-30T16:00:00Z,10320,10480,10316,10382,541.5621009499772
2018-01-30T17:00:00Z,10383,10470,10210,10210,-359.45825572999973
2018-01-30T18:00:00Z,10211,10239,9860.4,10035,-3663.898629410035
2018-01-30T19:00:00Z,10036,10435,9889,10333,640.2660532800031
2018-01-30T20:00:00Z,10333,10341,10115,10134,-235.8090599800012
2018-01-30T21:00:00Z,10135,10324,10073,10246,130.97134611999954
2018-01-30T22:00:00Z,10246,10544,10244,10303,395.2520136599968
2018-01-30T23:00:00Z,10305,10322,10000,10171,-451.27784915000007
2018-01-31T00:00:00Z,10171,10189.80907375,9862.5,9866,-2002.5924858999954
2018-01-31T01:00:00Z,9872,10107,9760,9988,-1887.6406937199713
2018-01-31T02:00:00Z,9984,10249,9939,10157,397.83043650999974
2018-01-31T03:00:00Z,10160,10200,9950,9998,-27.598128010000273
2018-01-31T04:00:00Z,9997.9,9998,9825.1,9930.4,-357.1307642500019
2018-01-31T05:00:00Z,9936,10102,9776.4,10000,-235.4413578200005
